text,label
Hattım neden kapandı? Sorunu bir an önce çözün acil olarak bilgi bekliyorum!,Abonelik ve İşlem Şikayetleri
"428** kayit nolu musterinizim, mahkeme kararini hizmet sitenize mail attim, bu kunudaki mağduriyetimi gidereceginizi umit ediyorum.",Fatura ve Ödeme Şikayetleri
Superonline altyapı yok diye taşındığım yerde internet hızını düşürüp fiyatı arttırdı. Hakem heyeti lehime karar verdi ama çözüm sunulmadı.,Teknik Şikayetler
Aldığım paket eksik yüklenmiş ve bu durumun hemen düzeltilmesini bekliyorum. Eksik yüklenen paket nedeniyle mağduriyet yaşıyorum.,Paket ve Kampanya Şikayetleri
İnsanların hakkına girilmemeli. Faturalarımda gördüğüm haksız ücretler ve kesintiler nedeniyle mağdur durumdayım. Bu durumu düzelteceksiniz değil mi?,Fatura ve Ödeme Şikayetleri
"Yaklaşık 1 haftadır internet kesintisi sorunu yaşıyorum kaç defa aradım karşıma muhatap bulamıyorum işim gereği internetle çalışıyorum inanın çok mağdurum lütfen yardım, bu kaçıncı beni mağdur ettikleri.",Fatura ve Ödeme Şikayetleri
GB'lerim varken neden lira kesiliyor? Paket içeriğimin yanlış kullanımıyla ilgili acil çözüm bekliyorum.,Paket ve Kampanya Şikayetleri
Hakkari'nin kalbinde bile şebeke çekmiyor. Böyle büyük bir sorun nasıl çözülmez?,Teknik Şikayetler
"Batman Türk Telekom'a 4 ay önce internet başvurusu yaptım, o günden beri ekipler bir kaç kez gelip binada şebeke bağlantısı yok deyip Batman Türk Telekom'a ödenek çıkması gerektiğini söylüyorlar. 4 aydır nasıl olur da Koskaca türk telekom'a ödenek çıkmaz, reklamlara gelince çok iyi yapılıyor ama iş icraata geldi mi sıfır, eğer paranız yok ise ben para vereyim, ilk defa internet çektireceğim evime ama malesef bu işi yapan yok, başka ülkelere mi söyleyelim bu iş için, yazıklar olsun.",Teknik Şikayetler
Eskişehir Osmangazi üniversitesi içerisindeki bayi çalışanınız gelen müşterilere bir şeyler ısmarlamak bahanesiyle yakınlaşmaya çalışıyor. Firmanızı temsil etmekte olan çalışanınızın hal ve tavırları hoşuma gitmiyor; gereğinin yapılmasını istiyorum.,Müşteri Hizmetleri Şikayetleri
Mevcut müşterisini umursamayan bir hizmet anlayışınız var bu sorunun acilen çözülmesini istiyorum!,Ürün ve Hizmet Spesifik Şikayetler
Ev taşıdım Superonline yayınım kesildi pahalı tarife önerdiler. Müşteri hizmetleri hiçbir işe yaramıyor.,Sözleşme ve Taahhüt Şikayetleri
"1 yıl önce 055432566** telefonumu vadafone tahhütsüz paket yaptırdım (19 tl) fakat 1 hafta içerisinde bu hattı kontörluye taşıdım hiç kullanmadım aradan 4-5 ay geçtikten sonra hiç haberim olmadan 86 tl bir borç yüzünden icralık oldugumu bildirdiler kontörlüye nasıl borç gelir diye sordum geçilmemiş denildi ben de geçisi bayi aracılıgıyla yaptıgımı söyledim araştırıp size dönecegiz denildi fakat her ay şikayetinizle ilgileniliyor diye mesajdan başka bişey yapmadılar son 4 aydan beri mesaj da gelmiyor bu haksız, aldıkları para gitti şimdi ise bu sefer de ödenmedik borç yüzünden hattınızı kapattık 26 tl bir icraya düşürmüşler beni arama yok 6665 nolu telefon kapalı eger oraya mesaj veya arama yapılıyorsa benim ne suçum var vede ben 6665 kapatmak istedim kapamayıp dondurma işlemi yaptılar bunu müşteri hizmetleriyle yaptım beni yine icra etmişler ben 86 tl-26 tl haksız aldıkları parayı istiyorum.",Müşteri Hizmetleri Şikayetleri
Net abonelik iptalinden sonra bile fatura gelmeye devam ediyor. Bu nasıl bir sistem?,Fatura ve Ödeme Şikayetleri
İzinsiz güvenli depo paketi tanımlandı ve faturama 490 TL yansıdı. İptal edemiyorum müşteri hizmetleri yardımcı olmuyor.,Fatura ve Ödeme Şikayetleri
Telefon numaram benden habersiz devredildi. 61 TL ceza ödedik geri iade edilmeli. 24 saat içinde çözüm bulunmazsa hukuki işlem başlatacağım.,Ürün ve Hizmet Spesifik Şikayetler
"VodafonNet müşteri hizmetleri ile yedinci ayda yaptığım görüşme üzerine yeni taşındığım eve 19.07.2017'de internet bağlantısı yaptırdım. Akşamları sorun yaşamam üzerine tekrar aradım, evime ''Dijital Dükkan 7'den 7'ye'' diye bir paket bağlanmış olduğunu öğrendim. Bu yanlışlığın düzeltilmesini istedim, yapamayacaklarını söylediler. Bu nedenle 31.07.2017'de kapatma işlemi gerçekleştirdim, kurumun hatası olduğundan, bana bir yükümlülüğüm olmadığı söylendi. Tabii bu esnada ciddi boyutta bir yıpranma süreci geçirdim. Fakat 26.12.2017'den bu yana İlhan D'dan (VodafoneNet Avukatı) 201** no'lu VodafoneNet Adsl cayma bedeli için icra başlatılacağı belirtiliyor. Bunu ödemeyi reddediyorum, itirazımın işleme konulmasını talep ediyor, haksızlığın giderilmesini bekliyorum. Telefonla kimseyle görüşemiyorum. Bu metnin bir benzerini onlara yazdım, ama bir gelişme olmadı. Gereğini bilginize sunarım.",Fatura ve Ödeme Şikayetleri
Faturamda kullanmadığım oyun giderleri gibi aboneliklerin iptalini istedim ama oyalama yapılıyor. Dijital teknoloji firması olarak çözüm bekliyorum.,Fatura ve Ödeme Şikayetleri
Superonline aylardır internet hizmeti almıyorum ama yüksek faturalarla karşılaşıyorum. Bu durumun acilen düzeltilmesini talep ediyorum.,Fatura ve Ödeme Şikayetleri
Türk Telekom rehber yedekleme hizmeti rehberi silip 30 kişi getirdi. Hizmet kötü ücretli destek istendi.,Müşteri Hizmetleri Şikayetleri
Para mağduriyeti yaşıyorum çünkü paket bulunmuyor. Bu durum acil olarak çözülmeli!,Paket ve Kampanya Şikayetleri
Paket içeriğinde belirtilmeyen ek tutar yüzünden fahiş fatura geldi. Şeffaf bilgi paylaşımı bekliyorum.,Fatura ve Ödeme Şikayetleri
"Daha 1 hafta olmadan mesaj geldi yoğun kullanım nedeniyle 200 tl fatura ödeyin diye, arıyorum bir muhattap bulamıyorum, bunun peşini brakmayacağım s-guncu Türk telekom.",Müşteri Hizmetleri Şikayetleri
İnternet bağlatırken ödemeyi yapmama rağmen icra yoluyla 57.365 TL borç çıktı. Haciz yaşadım paramın geri verilmesini istiyorum.,Fatura ve Ödeme Şikayetleri
Giresun'un göbeğinde şebeke yok. Böyle bir sorun nasıl olur? Çözüm bekliyoruz.,Teknik Şikayetler
Son dönemde fiyatlar çok arttı ve fazla ücret ödemek zorunda bırakılıyorum. Artan fiyatların nedenini açıklamanız ve adil bir düzenleme yapmanız gerek.,Müşteri Hizmetleri Şikayetleri
Faturamı ödememe rağmen internetim kesildi. Böyle bir uygulama nasıl olabilir? Acil çözüm bekliyorum.,Fatura ve Ödeme Şikayetleri
Memnuniyetsizliğimle ilgili bir çözüm bulamadım. Hizmet kalitenizi acilen artırmalısınız.,Müşteri Hizmetleri Şikayetleri
"Merhaba, vodafone bilgim dışında onayim olmadan faturaliya geçirmiş ve 2 ayda 250 tl fatura yazmışlar haberim bile yoktu musteri hizmetleri sürekli işi yokuşa sürüyor 30 tl kontorlu tarifem vardı ve bu bana yetiyor artiyordu bile ben inşaat işçisiyim lütfen insanlari kullanmasinlar mağdur etmesinler faturayı ödemeden kontörluye gecemezsiniz diyorlar benim isteğim dışında olan birşey bu yaptıkları, çok mağdurum yardimci olursaniz sevinirim mağdur olduğunum numaram 0545712**, tekrar kontorluye çevirmelerini istiyorum.",Fatura ve Ödeme Şikayetleri
4. Yaklaşık 12-13 gün önce türk telekom'dan internet başvurusu yaptım. Başvuruyu alırken gayet düzgün bir şekilde işlemlerim yapıldı ancak aradan bu kadar zaman geçilmesine rağmen kurulum yapılmadı. Ben aradığımda şikayet kaydımı oluşturdular ancak yine arayan olmadı. Artık başvurumu iptal edin diye tekrar aradım tekrar talep açtılar ve bu talebe de henüz cevap gelmedi. Bunu okuyan yetkililer size söylüyorum; benim başvurumu iptal edin. Sizin internetinizi verdiğiniz (veremedeğiniz daha doğru olur) hizmeti istemiyorum.,Fatura ve Ödeme Şikayetleri
"Bu kurumdan interet hizmeti alıyorum. İnternetimi Bursa'dan eskisehir'e tasimak için 16.09.2016 tarihinde başvuru yaptim. 7 is gunu icinde islemlerin tamamlanacagina garanti verdi fakat simdiye kadar tarafim aranip bilgilendirme yapilmadi. Belirtilen süre haddini aştı. 26 gun olmasina ragmen hala nakil islemi gerceklestirilmedi. Musteri hiz. aldigim bilgiye gore en son işlem girişi 04.10.2016 tarihinde yapılmış. Bize altyapi sorunlarindan bahsettiler bekleyin dediler fakat bu kurumdan internet alan, civarda kullanan insanlar mevcut. Musteri hizmetlerini 14 kez arayarak islemlerin hizlanmasi icin talepte bulundum hala bir sonuc alamadim. Bir de bizim sokaga aninda kurulum, en hizli internet gibi bir pankart asılmış. Ben bundan yararlanmayi da teklif ettim fakat nakil isleminin bitmesini beklemem gerektigi soylendi. Habire oyalanarak bekletiliyoruz. Sehrin ortasinda internetsiz kaldik.",Teknik Şikayetler
31.01.2017 iddiali videolar ve video plus adlı iki farklı firmadan 14 tl hattınızdan kesilmiştir mesajları geldi üyelik olabileceğinden şuphe edip bunun üzerine hemen 542 arayıp sordum. Fakat bana herhangi bir üyelik olmadığını söyledi hatımı ilk aldığımda da güvenli internet ve mobil ödemelere de kapatmiştim. 15.02.2017 kesilen faturamdan 28 tl fazlalık ve bir üyelik olduğunu gördüm. 23.02.2015 tekrar 542 aradımda güvenli internet pek çalışmadığı bana bir numara verip orayla görüşmemi söyledi fakat o numara hiç açmıyor. Bu konuda yardımcı olmanızı istiyorum.,Müşteri Hizmetleri Şikayetleri
"Müşteri hizmetlerini aradiğimda faturamin incelenmesini istedim, müşteri temsilcisi yetkiliye aktardı fakat yetkili bana faturama şikayet kaydı almadı. Sadece kişisel olarak benimle inatlaştı. Faturamin incellenmesini istedim benimle dalga gecer gibi gülerek konuşuyordu. Sadece memnuyetim için faturamin tekrar inclenmesini istedin ama bukadar kaba yetkili ve abone memnuyeti önemsemeyen sait adında 18:18 saatınde 27.10.2015 görüştüğüm yetkiliden şikayetciyim. Müşteri temsilcisi takim liderinden daha kibardi. Kesinlikle bana dönülmesini, aranarak bilgi almak istiyor.",Fatura ve Ödeme Şikayetleri
Turkcell; 537873** nolu internet hattımın taahhüt süresi bitmeden haber vermeksizin internet kullanımına açılması ve yüksek fatura yansıması kabul edilemez.,Fatura ve Ödeme Şikayetleri
"18 Temmuz 2016 tarihinde nakil işlemi başlattım, sistemlerinde yasal süre geçmesin diye nakil tamamlandı gösteriyorlar fakat hiçbir işlem yapmadılar. Şikayet için yetkili birisini istediğimde ise hiçbir yere aktaramayacaklarını söylüyorlar. Beklemekten sıkıldım.",Müşteri Hizmetleri Şikayetleri
19 Şubat'tan beri nakil işlemi tamamlanmadı. Türk Telekom ve Superonline birbirini suçluyor. 14 gündür internetsiziz.,Abonelik ve İşlem Şikayetleri
"7 gün önce modem ve receiver kurulumu yapıldı. Sinyal alınmadığı gerekçesiyle gidildi. Bugün, yarın, ertesi gün derken bayrama geldik gelen giden yok. Abartmıyorum günde 3 kere aradık hep aynı cevap ""şikayet oluşturduk altyapınızda sıkıntı var. Ee ne zaman gelecekler cevap yok ""biz kaydı"" oluşturduk. Arkadaşım altyapısı olmayan bir yere ne diye modem kurarsın. Kurulum için peşimizde koşan satış danışmanı telefonlarımıza çıkmamaya, meşgule atmaya başladı. Son 2 gündür kurmuyorsunuz madem modemi receiver'ı teslim edip iptal edelim diyoruz. 2 gündür biz size gün içinde döneceğiz deyip dönmüyorlar, aradığımızda da papağan gibi aynı şeyler söylüyorlar. Ne mail ne twitter şikayetleri hepsi boş resmen dalga geçip adam kandırıyorlar. Firma çalışanlarının beyanları yönlendirmeleri bile birbirini tutmuyor. D..andırıcılık ve adam kandırmada 1 numara test edildi. Türkiye'nin başkentinde rezillik!",Abonelik ve İşlem Şikayetleri
"4. Paycell kartına bakiye yükledim internetten işlem yapamadım paranın iadesini talep ettim 300 tl iade ediyorlar o paradanda yüzde 10 ücret kesiyorlar, cumartesi gününden bu tarafa paramı alamadım hala.",Müşteri Hizmetleri Şikayetleri
"60 tl diye aldigimiz paket 90 tl oldu. Son 3 gundur hic kullanamiyoruz internet yok, dolayisiyla tivibu da yok. Defalarca aradik ama maalesef çozum yok.",Müşteri Hizmetleri Şikayetleri
"Türk telekom'dan almış olduğumuz ttnet modem cihaz 2 aydır arızalı ve hiç bir şekilde ilgilenen yok. Müşteri hizmetlerinizi aramama rağmen kargoya verebileceğim adres bilgisine ulaşamıyorum kimse bilgi veremiyor. 2 aydır cihaz arızası sebebiyle internetimden faydalanmıyorum ama fatura düzenli bir şekilde borç tarafıma gönderiliyor. Satışı yaptıktan sonra teknik servis ve hizmet berbat, tüm haklarımı ilgili yerlere bildireceğim.",Fatura ve Ödeme Şikayetleri
Bu firma adama göre muamele yapıyor. Herkesin sorununa aynı ilgiyi göstermiyorlar ayrımcılık yapılıyor.,Müşteri Hizmetleri Şikayetleri
Aldatıldım haksız yere para kesiliyor. Müşteri olarak çok mağdur oldum.,Ürün ve Hizmet Spesifik Şikayetler
"Turkcell kurumsal müşterisiyim, mobil santral için kullandığım 5 adet fct cihazının 3 tanesi arızalı ve üç aydır hiçbir teknik destek alamadığım gibi faturalarını ödemeye devam ediyorum, sorun çözülemiyor. Hatları iptal etmek istiyorum dediğimde cayma tazminatı karşıma çıkarıyorlar.",Teknik Şikayetler
Müşteri hizmetleri olarak tanıtılan ekipler beni taciz ediyor gibi hissettiriyor. Bu davranış kabul edilemez ve hemen düzeltilmeli.,Müşteri Hizmetleri Şikayetleri
Net kullanmadığım internetin parasını zorla ödettiriyorlar. Bu haksızlık!,Fatura ve Ödeme Şikayetleri
Vodafone bayisi hattımı onaysız faturalıya çevirdi yüksek faturalar geldi. Hattımı iptal edip kontörlüye geçmek istiyorum ama bunu da yapmıyorlar. Yardım bekliyorum.,Fatura ve Ödeme Şikayetleri
İnternet hizmeti nakili ardından firmayı arayarak yeni taahhüt verdim. 3'lü paket adı altında bir paket seçtim. Bu paket içerisinde Turkcell Tv de var fakat ne arayan var ne soran. Hizmetin parasını alıyor firma fakat hizmet vermiyor. Turkcell tv+ için aranmadım fakat fatura hiç aksatılmadan kesiliyor.,Abonelik ve İşlem Şikayetleri
"Temmuz 2015'te evime modem bırakarak merkeze bildiriyorum, internetiniz açılacak deyip mart 2016'ya kadar internet bağlantısı yapmayı beceremeyen bir kuruluştan bahsediyorum. Her çağrı merkezindeki telefona çıkan kişinin farklı işlem yaptırması, defalarca servis notu bırakılması, bayinin gelip hiç bir şey yapamaması. Dakikalarca süren telefon konuşmalarının hepsi başarısız. 22 mart 2016 artık sonuç alamayarak kapatmak istediğimde, sizin nakil işleminiz var kapatamıyoruz diyorlar. Oysa böyle bir talebim hiç olmadı. Şimdi de iptal etmek için yaşanacak stresli günler. Hiç kimseye tavsiye etmiyorum.",Abonelik ve İşlem Şikayetleri
Türkcell 4-4'lük tarifeye geçiş yaptıktan sonra çift fatura alıyorum. Sorun çözülmedi fazla ödenen paranın geri ödenmesini istiyorum.,Fatura ve Ödeme Şikayetleri
Paket yenilemelerim sürekli geç yapılıyor. Bu durumun kasıtlı bir uygulama olup olmadığını sorguluyorum.,Paket ve Kampanya Şikayetleri
Ben 0555288** nolu hattın sahibi Mehmet Y. Kimlik bilgilerim yasal olmayan yollar kullanılarak benim adıma 055308050** nolu hat açılmıştır. Bununla ilgili olarak 03.08.2017 İzmir Adliyesinde suç duyurusunda bulundum. Daha sonra müşteri hizmetlerini arayıp bilgi verdim bana yasal süreç başladığı için beklemem gerektiği söylendi ama 055308050** nolu hattın 384 tl borcu olduğu için bu sabah benim kullandığım 0555288** nolu ve benim adıma kayıtlı olan 053678390** nolu hatlar Türk Telekom tarafından hiç bir borcu olmadığı halde aramalara kapatılmıştır. Bununla ilgili gerekenin yapılmasını istiyorum. Evrakta s.htecilik yaparak üzerime açılan bu hattan dolayı mağdur durumdayım. Bu mağduriyetin Türk Telekom tarafından giderilmesi ve yaklaşık 10-12 yıldır kullandığım 0555288** nolu ve 053678390** nolu hatlarımın tekrar kullanıma açılmasını istiyorum.,Fatura ve Ödeme Şikayetleri
Haberim olmadan adıma açılan hatlar yüzünden hattım kısıtlandı. Müşteri bilgisi olmadan işlem yapılmamalı!,Ürün ve Hizmet Spesifik Şikayetler
"Baska operatör abonesiyim fakat şebekesi düzgün olmadığı için Turkcell'e geçmek istedim. Turkcell bayisine gidip numara taşıma işlemi yaptım 48 saat içinde hattınız açılır dediler fakat daha sonra taşıma işleminiz kara listede olduğunuzdan gerçekleşmedi dendi (hiçbir borcum olmamasına rağmen biri benim adıma hat çıkardığından kara listeye girmişim). Düzeltilmesi ve geçişin olması için dilekçe yazdık olumlu sonuçlandı geçiş yapabilirsiniz dendi fakat bayi sisteme giriş yapamıyor uyarı veriyor yine bayi çözüm merkezini aradılar orada da sorun yok dediler fakat bayi sisteme giriş yaptığında yine uyarı veriyor, bir türlü geçiş gerçekleşmedi. Bir kara liste sorununu çözemediler işlemleri iptal edip evraklarımı geri aldım insanla dalga geçiyorlar resmen, herkes topu birbirine atıyor, müşteriye değer sıfır bir numara taşıma işlemini beceremediler, bu nasıl bir kurumsallık? Müşteri istemiyorlar. Sorunum giderildigi taktirde gecis yapmak istiyorum umarım bunu yapmaktan aciz degildirler.",Müşteri Hizmetleri Şikayetleri
"Vodafone ait 2 adet hattım var 05376 ve 05364. Sonu 64 ile biten Vodafone Red abonesi. Yurt dışına gittiğimde hattım açık olduğu periyotlarda hattımı kullanmadığım müddetçe günlük kullanım ücreti kesilmiyordu fakat Mart'ta yaptığım yurtdışı ziyaretinde ki gün açık kaldığı için, tlf kullanmadığım halde günlük ücret kesildiğini gördüm. Yaptığım görüşmelerde Vodafone'nun bilgim haricinde uygulamayı değiştirdiğini öğrendim. 24 Haziran 2018 542'yi arayarak sonu 76 ile biten hattımın yurt dışında konuşmaya açılmasını fakat her şey dahil pasaport paketinin kapalı olmasını talep ettim. 29 Haziran 2018 tlf yurt dışında açtığımda her şey dahil pasaport paketine hala üye olduğumu ve günlük 16.90 tl'den ücretlendirildiğimi öğrendim. 2018 icinde her iki hattıma ait ayrıntılı görüşmeleri talep ettiğim halde bu bilgiler gönderilmemiştir.",Fatura ve Ödeme Şikayetleri
"Turkcell'e bağlı 8035 biriminden 25.09.2015 tarihinde 0537682** nolu hatta 25 tl'lik kontör yükledim ve yükleme sırasında bana herhangi bir bilgilendirme yapılmadan üyelik ücreti adı aldında 3 taksit halinde 19 tl, toplamda 57 tl kredi kartıma ücret yansıtıldı. 8035'i aradığımda üyelik iptalini yapacaklarını söylediler. Sadece amacım kontür yüklemek iken haberim ve onayım olmadan kredi kartımdan kontür yükleme üyeliği yapmış. üyeliğin iptal edilerek haksız alınan ücretin tarafıma iadesini istiyorum.",Fatura ve Ödeme Şikayetleri
Nakil sonrası 3 aydır internetsizim elektrikçi bulamadı fatura 258 TL geldi.,Abonelik ve İşlem Şikayetleri
"İnternet'i Türkcell Süperonline alacak arkadaşları uyarıyorum. 6 ay oldu geçeli bu sürede toplamda 3 ay internetim yoktu şu anda var ama 16 mbit olması gereken bağlantım 3-4 mbit, bunun dışında çağrı merkezi evlere şenlik, kiminle görüşsem sorunları çözemedim. Çok ilkel çalışıyorlar, resmen insanları kandırıyorlar.",Müşteri Hizmetleri Şikayetleri
İnternet sinyali var ama bağlantı hiç çalışmıyor. Bu durum günlük işlerimi aksatıyor.,Ürün ve Hizmet Spesifik Şikayetler
"4-5 yıldır farklı bir alt yapı olmadığı için sokağımda mecburi olarak ttnet kullanıyorum. Defalarca internet kopuyor ve yavaşlıyor diyerek kayıt açtırdım her defasında sorunun bende olduğunu söylediler ve olabilecek sorunları belirttiler hepsini yaptım hala devam ediyor o kadar para harcadıktan sonra sorunun alt yapı kaynaklı olduğunu bır şey yapamayacaklarını söylediler daha önceki yıllarda 10-11 mb internet hızı alıp kopma yasamazken artık aylardır aynı sorunla uğraşıyorum sokağa altyapı da yapmayıp bedavadan 65 tl'mizi alıyor modern s.guncular bana 16 mb sözleşme imzalatıp daha sonra biz size 16 mb hızı vereceğiz demedik 16'ya kadar verebiliriz demeleri de insan zekasına ve vicdanına hakaret, bunca zamandır hiç bir şey yapılmadı, desteğinizi bekliyorum.",Abonelik ve İşlem Şikayetleri
3. 0005** nolu internet aboneliğimin iptali için vodafone net genel merkezine faks çektiğim halde aboneliğim iptal edilmemiştir.,Fatura ve Ödeme Şikayetleri
Sürekli zamlar yüzünden bıktık. Fiyat artışları her geçen gün daha da kötüleşiyor bu duruma bir son verilmesi gerekiyor!,Fatura ve Ödeme Şikayetleri
"10 gün önce tayin nedeniyle nakil başvurusu yaptım. Adresimin kontrolu yapıldıktan sonra birkaç güne bağlantımın yapılacağı söylendi ama hala bağlantı yapılmadığı gibi arayan soran da yok. 12/10/2016 tarihi saat 08:00 ile 13:00 arası randevu oluşturdulur ama yine gelen giden yok. Bu kadar sorumsuz bir şirket olamaz, işimiz gücümüz yok beyefendileri bekleyeceğiz evde. Taahhütüm biter bitmez sözleşmemi iptal edeceğim.",Teknik Şikayetler
"Turkcell müşterilerine değer vermiyor 24.01.2018 tarihinde Levent'te Turkcell satış elemanı Mustafa T. adlı şahıs yanıma gelerek tarifelerden yararlanmam için teklifte bulundu. Bu teklifler Esnaf tarifesi adında 29.90 tl fiyata 10 Gb internet 1000 dk konuşma 1000 sms olarak, eğer ki Src belgeli esnaf isem 4 hat taşırsam 19.90 tl'ye kullanabileceğimi söyledi. Bu teklif cazip olduğu için 4 hattımı da taşıdım. İmzaladiğim sözleşmede 29.90 tl yazıyordu nedenini sordum İzmir'den arayıp şifre verecekler ondan sonra bu tarifeyi 19.90 tl'ye kullanıcaksınız dedi. Bu arada hatları kullanmaya başladık ne mesaj ne arayan oldu ona bildirdik ararlar bekleyin dedi. Hatlarda çıkan bir problem oldu çekim konusunda müşteri hizmetlerini aradık laf arasında konuyu anlattık bizde böyle bir tarife yok 29.90 tl 2 Gb internet 1000 dk 100 sms'dır dendi. Şikayet formu oluşturdum. Geri dönüş olmadı bu arada Mustafa denen şahıs..",Fatura ve Ödeme Şikayetleri
Platinum müşterisiyim ama çağrı merkezi paket satın alma işlemini bilmiyor. Dönüş yapılmadı.,Müşteri Hizmetleri Şikayetleri
Haberim olmadan hattım A'ya taşınmış. Bu nasıl bir işlem ve nasıl kontrol edebilirim?,Ürün ve Hizmet Spesifik Şikayetler
Türk Telekom'dan 30₺ sınırsız internet teklifi aldım ama altyapınız desteklemiyor dendi ve 60₺ paket önerildi. TurkNet mevcut altyapıyı kullanıyor. Ciddiyet bekliyorum!,Teknik Şikayetler
Sadece 8 gün gecikme yüzünden hattımı kapattılar. Bu kadar sert bir yaklaşım kabul edilemez!,Ürün ve Hizmet Spesifik Şikayetler
054520434** numaralı hattıma 714 tl'lik abartılmış bir fatura gönderilmiş ben bu miktarı kesinlikle ödeyemeyecek durumdayım bu konuda bana yardımcı olmanız gerekir aksi taktirde vodafone'da adıma bulunan bütün hatları iptal edip başka bir operatöre geçip bu faturamı da ödemeyerek bu yola başvurmak zorunda kalırım eğer yetkililerince bana ulaşılırsa bana yardımcı olunursa geçmişte olduğu gibi benim ödemekte olan fatura hakkım neyse ödeyip devam etmek ama kesinlikle bana geri dönüş yapılması gerekir.,Fatura ve Ödeme Şikayetleri
Çalışanınızın yanlış bilgilendirmesi yüzünden mağdur oldum. Bilgilerin doğru ve net verilmesi gerek.,Müşteri Hizmetleri Şikayetleri
Cayma bedeli adı altında soygun yapıyorlar! Böyle adaletsiz uygulamalara son verilmesini istiyorum.,Sözleşme ve Taahhüt Şikayetleri
"28 Aralıktan bu yana (alt yapı olmadığı için 6 ay bekleyerek acilali daha 1 ay olan) internetim çalışmadığı icin defalarca ariza ve sikayet talebi actirdim. Ekiplerin yonlendirilecegini soyleyen musteri hizmetleri defalarca acil olarak kaydimi aldigini soyledii fakat ne şikayet nede arıza kaydına hiç bir dönüş olmuyor. Türk Telekom 1.25 tl gibi komik bir rakamın peşine düşerken neden asıl işinin sadece fatura kesmek ve tahsil etmek olmadigini idrak etmemektedir. Acil sorunumun cozulmesini bekliyorum, hizmet sifir sifir sifir.",Fatura ve Ödeme Şikayetleri
Hocacihan mh hicaz caddesi üzerindeki türk telekom bayisine numaramı taşıyacağım dedim hangi hattan dedi ben de vodafone'dan türk telekoma dedim benden kimlik ve anne kızlık soyismi istedi verdim aradan bir ay geçmesine rağmen hala geçiş yapılmadı bana herhangi bir mesaj da gelmedi bayiye gidiyorum hep atlatıyorlar şüphe duymaya başladım gerekenin yapılmasını istiyorum.,Teknik Şikayetler
Telefonla arıyorlar ama paranla mağdur ediyorlar. Bu durumda hemen bir çözüm bulmanız gerekiyor.,Müşteri Hizmetleri Şikayetleri
Turkcell Superonline ve Digiturk'ün ortak kampanyasında bağlama işlemi yapıldığı söylendi ama ne Superonline ne de Digiturk kaydı buluyor. AsDigital isimli bayi de telefonlara yanıt vermiyor.,Paket ve Kampanya Şikayetleri
"TURKCELL; Turkcell müş hiz arayarak tl yükletmek istediğimi söyledim, 8035' yönlendirdiler. 30 tl yükletmek istediğimi söyledim ve temsilciye kartımdan tl ücretinden hariç başka herhangi bir ücret kesilmeyecek değil mi diye 2 kere sordum ve kesilmeyeceğini teyit ettirdim. 21.01.2016 ekstreme baktığımda 19*3 taksit toplamda 57 tl'lik bir kesinti yapıldığını gördüm. 8035'i arayıp itiraz ettim, bu haksız alımdan dolayı üzgünüm ve hakkımı arıyorum.",Teknik Şikayetler
Müşteri temsilciniz tamamen ilgisiz ve sorumsuz. Sizinle çalışmak istemiyoruz acil bir çözüm bulun!,Müşteri Hizmetleri Şikayetleri
"Vodafone hattıma kullanım haklarımın azaldığına dair bilgilendirme mesajı gelmiyor, daha önce 2 kez aradığımda sistemlerinde gönderildiğini söylüyorlar, ben gelmediğini söylüyorum. Bir müşteri temsilcisiyle (rica, minnet oda) arıza kaydı oluşturdum 1 aydır kimse dönmedi, ilgilenilmedi, siz mesaj göndermediniz diye geçen ay %200 daha fazla ödemek zorunda mıyım? Müşteri sorunlarına çözüm bulmayı bırakın sallamıyorlar dahi!",Fatura ve Ödeme Şikayetleri
Türk telekom Avea arsamıza baz istasyonu kurmuş olup 15 yıldır kağıt üstü oyunlar ile arsadan çıkmamaktadır. 75 yaşında dedemden sağlık raporu veya yanında çocukları olmadan imza alıp 5+ 5 yıllık sözleşme imzalamışlardır. Şimdi de ohal var diye yıkım yaptıramazsınız diyorlar. Telefonda 12.000 tl'ye anlaşıp dedeme 10.500 tl'lik sözleşme imzalatmışlardır. 2 tane baz istasyonunda çalışan tanıdığımız kanserden vefat etmiştir. Kendinizi düşünmüyorsanız komşularınızı evinizde arsanızda uzun yıllar kalacak radyasyonu düşünün. Belediye arsamıza kulübe tarzında baz istasyonu kurduğu için belediye 2500 tl ceza kesmişti. Bu kurumsal mafya vari şirketten kendinizi koruyun vatandaşlar. Davamız yeni başlayacak.,Teknik Şikayetler
"Belki size 7 defa şikayet dilekcesi yazdım bu sekizincisi, türkcell süperonline interneti 10 gündür vermiyorlar günde 1 saat verip sonra kapatıyorlar ben internetle çalışan bir bayanım bizi dikkate almıyorlar mahalle olarak çok şikayetciyiz herhangi bir gelişme yok artık mahalle olarak Cumhurbaşkanlığına ıslak imzalı dilekçeler yazmaya karar verdik anlaşılıyor belki oradan bir netice alırız. Saygılarımla.",Teknik Şikayetler
